Row Labels,Sum of critical + direct,entity_type
Elam E Allgyer,0.0,PERSON
Gerald Miller and John Miller,0.0,PERSON
Elam E Hertzler Betty Hertzler,0.0,PERSON
GERALD WATTS,0.0,PERSON
ELAM FISHER,0.0,PERSON
GERTIE MILLER,0.0,PERSON
Elam Miller,0.0,PERSON
Ginger Warren,0.0,PERSON
ELDON GRABER,0.0,PERSON
Glen R Otto,0.0,PERSON
Eldon H Miller,0.0,PERSON
Glendon Swartzentruber,0.0,PERSON
ELDON MAST,0.0,PERSON
GLENN SPEAR,0.0,PERSON
Eldon Plank,0.0,PERSON
Gloria Haldeman,0.0,PERSON
ELDON YODER,0.0,PERSON
Golden Doodle Meadows,0.0,PERSON
ELI  BURKHOLDER,0.0,PERSON
Gordon W Everett Sr,0.0,PERSON
Eli Barkman,0.0,PERSON
Graber Puppy Lodge,0.0,PERSON
ELI BRENNEMAN,0.0,PERSON
ELI COBLENTZ EMMA COBLENTZ CLARA TROYER,0.0,PERSON
Eli D Hostetler,0.0,PERSON
Greg Pickett Amanda Pickett,0.0,PERSON
Eli D Zook,0.0,PERSON
GROVE HILL KENNEL L L C,0.0,PERSON
Eli E.S. Zook,0.0,PERSON
GUY HASKINS FAITH HASKINS,0.0,PERSON
Eli Hershberger,0.0,PERSON
Haley Shelton,0.0,PERSON
Eli J Yoder,0.0,PERSON
Harlan Stauffer Ella Stauffer,0.0,PERSON
Eli J.S. Schwartz,0.0,PERSON
Harold Martin,0.0,PERSON
Donald Landes,0.0,PERSON
Eli King Mary King,0.0,PERSON
Harvey Miller,0.0,PERSON
Eli Miller,0.0,PERSON
Harvey Wagler,0.0,PERSON
Eli N. M. Schwartz,0.0,PERSON
Heath Madison Shonda Madison Hunter Madison Lane Madison,0.0,PERSON
ELI RABER,0.0,PERSON
Heather Briggs,0.0,PERSON
Eli Schrock,0.0,PERSON
ELI YODER,0.0,PERSON
HELENA COLLINS,0.0,PERSON
ELI YODER JR,0.0,PERSON
Dorothy Audsley Leonard Audsley,0.0,PERSON
Elias H Mast,0.0,PERSON
Henry Hertzler,0.0,PERSON
Donna  Howard Vickie Burden,0.0,PERSON
HENRY MAST,0.0,PERSON
Henry S Esh,0.0,PERSON
ELIZABETH  FICKEL,0.0,PERSON
Henry Yoder,0.0,PERSON
Elizabeth A Rohrs,0.0,PERSON
Herman Raber,0.0,PERSON
Elizabeth and William Yoder,0.0,PERSON
ELIZABETH COX,0.0,PERSON
Elizabeth Greenwood,0.0,PERSON
Elizabeth Monks Williams,0.0,PERSON
Elizabeth Nelson,0.0,PERSON
ELIZABETH OTTO MARLIN OTTO,0.0,PERSON
Elizabeth Vilchis,0.0,PERSON
Elizabeth Womack,0.0,PERSON
HOLLY IBEN,0.0,PERSON
Donna Brown,0.0,PERSON
DOTTIE BURKHALTER,0.0,PERSON
ELLA MAE LEWIS,0.0,PERSON
IDA KAUFFMAN,0.0,PERSON
Ella Raber,0.0,PERSON
Floyd Raber,0.0,PERSON
Ella Schlabach,0.0,PERSON
Floyd Stutzman,0.0,PERSON
DONNA BYRN,0.0,PERSON
Fonda Elkins,0.0,PERSON
Ellen Collins,0.0,PERSON
Donna Connolly,0.0,PERSON
Elliott Remick,0.0,PERSON
Elmer A Miller,0.0,PERSON
Frances Roberson,0.0,PERSON
Elmer Jr Miller,0.0,PERSON
Francis Wagler,0.0,PERSON
Elmer Lapp,0.0,PERSON
Frank Mitzel,0.0,PERSON
Elmer LuGrand,0.0,PERSON
Franklin H Stauffer,0.0,PERSON
Elmer Raber,0.0,PERSON
FRED JOSEPH KNEPP,0.0,PERSON
ELMER RICHARDS,0.0,PERSON
FRED WHITELAW,0.0,PERSON
Elmer Yoder,0.0,PERSON
Freda Horton Jack Horton,0.0,PERSON
Elmer Z. Zook,0.0,PERSON
Freeman Detweiler,0.0,PERSON
Elmo Ruyle Velda Ruyle,0.0,PERSON
Freeman P Steury,0.0,PERSON
Elner Pettiet Bob Pettiet,0.0,PERSON
FREEMAN TROYER,0.0,PERSON
ELROY BORNTRAGER,0.0,PERSON
FREEMAN YODER MARLIN YODER,0.0,PERSON
Elson Bontrager,0.0,PERSON
ELVA H. MARTIN,0.0,PERSON
ELVA LEFDAL DAVE LEFDAL,0.0,PERSON
ELVA M. NOLT EDNA Z. NOLT,0.0,PERSON
Elvin Martin Rachel Martin,0.0,PERSON
G. Keith Yoder,0.0,PERSON
Donna Frakes,0.0,PERSON
Gabriel Kennon,0.0,PERSON
EMANUEL  SCHWARTZ,0.0,PERSON
Gail Hart,0.0,PERSON
Emanuel A Troyer,0.0,PERSON
Gale Whitaker Christina Hillyard Brandon Hillyard,0.0,PERSON
EMANUEL KEIM,0.0,PERSON
EMANUEL NISLEY,0.0,PERSON
Gary E Mast,0.0,PERSON
EMILIA GOCHEFF,0.0,PERSON
GARY GOOSTREE RUTH ANN GOOSTREE,0.0,PERSON
Emily DeJong,0.0,PERSON
DORCAS  BRUBAKER,0.0,PERSON
EMILY EDWARDS LONG TONY BIELLER LUCAS LONG,0.0,PERSON
GARY KUSTER,0.0,PERSON
Emily Eicher,0.0,PERSON
GARY LAMBRIGHT,0.0,PERSON
EMILY JORDAN,0.0,PERSON
Dorene Yoder,0.0,PERSON
Emily Mauck,0.0,PERSON
GARY SILMAN,0.0,PERSON
Emma Gingerich,0.0,PERSON
Gary Vande Weerd Elaine Vande Weerd,0.0,PERSON
Emma Graber Ivan Graber,0.0,PERSON
Gavin Jordan,0.0,PERSON
Emma Hostetler and Marvin Miller,0.0,PERSON
Gayle Baker,0.0,PERSON
Emma Lee Elmore,0.0,PERSON
Gayle Roach,0.0,PERSON
Emma Mae and Marcus Yoder,0.0,PERSON
Gaynetta Snyder & Scott Wheatcraft,0.0,PERSON
Emma Mast Robert Mast,0.0,PERSON
GENE ALLEN,0.0,PERSON
EMMA TILLERY,0.0,PERSON
GENE KUHL PHYLLIS KUHL,0.0,PERSON
Emma Yoder,0.0,PERSON
Genny Nichol,0.0,PERSON
Enos Beiler Swarey,0.0,PERSON
George Hayes,0.0,PERSON
ENOS ESH,0.0,PERSON
Gerald & Mary Jane Miller,0.0,PERSON
ENOS GRABER,0.0,PERSON
GERALD KISER,0.0,PERSON
Enos L Miller,0.0,PERSON
Gerald Miller John Miller,0.0,PERSON
Enos Lengacher,0.0,PERSON
Gerald Nolt Dorothy Nolt,0.0,PERSON
ENOS MILLER,0.0,PERSON
Gerald Yoder Maryetta Yoder,0.0,PERSON
Donna Gunn,0.0,PERSON
Geri Higgins,0.0,PERSON
Enos Schwartz,0.0,PERSON
Gideon B Esh,0.0,PERSON
Donna Herrmann,0.0,PERSON
Doris Dianne Baker Jones,0.0,PERSON
Enos Troyer,0.0,PERSON
Donna Patterson,0.0,PERSON
GLEN HARSHBERGER REBECCA HARSHBERGER,0.0,PERSON
EPHRAIM GRABER,0.0,PERSON
Glen Spencer Marcia Spencer,0.0,PERSON
ERIC LADERER VICKIE LADERER,0.0,PERSON
GLENDA MALLORY,0.0,PERSON
ERIC MOHLER,0.0,PERSON
GLENDON YODER,0.0,PERSON
ERIC STOLL,0.0,PERSON
Glenn Jess and Christy Jess,0.0,PERSON
Erik Stone,0.0,PERSON
Glenn T Bontrager,0.0,PERSON
Erika Kyle,0.0,PERSON
Gloria Duvall,0.0,PERSON
Erin Abercrombie,0.0,PERSON
GLORIA SCHWARTZ DARRAL SCHWARTZ,0.0,PERSON
Erin Rodgers,0.0,PERSON
Glyn Nolan Ann Nolan,0.0,PERSON
Erma M Bontrager,0.0,PERSON
Erma Petersheim Jonathan Petersheim,0.0,PERSON
Gordon & Glenda Craven,0.0,PERSON
Erma Yoder Dean Yoder,0.0,PERSON
Ernest Bontrager Clarence Bontrager,0.0,PERSON
Grace Richardson,0.0,PERSON
ERNEST MILLER,0.0,PERSON
Ernest Yoder,0.0,PERSON
Ernie Graber,0.0,PERSON
Ervin A. Lee,0.0,PERSON
Greg Allen,0.0,PERSON
ERVIN BONTRAGER,0.0,PERSON
Greg Jones,0.0,PERSON
Ervin Gingerich,0.0,PERSON
Ervin J Yoder,0.0,PERSON
Ervin Jay Yoder,0.0,PERSON
"Grover Jameson, Theresa Jameson",0.0,PERSON
ERVIN L MILLER,0.0,PERSON
GUY BROCHARD,0.0,PERSON
ERVIN LEE MAST,0.0,PERSON
DONNA SCHROEDER,0.0,PERSON
Haley and Christopher Shelton,0.0,PERSON
ERVIN RABER,0.0,PERSON
Hallie Ade,0.0,PERSON
ERVIN SCHMUCKER,0.0,PERSON
Happy Teddy,0.0,PERSON
ERVIN WAGLER,0.0,PERSON
Harley E Bontrager,0.0,PERSON
Ervin Yoder,0.0,PERSON
HARLEY YODER,0.0,PERSON
ERVIN YODER ANDREW YODER,0.0,PERSON
Harry & Wanda Bonham,0.0,PERSON
Erwin Yoder,0.0,PERSON
DORIS HERINGTON,0.0,PERSON
Esle Yoder,0.0,PERSON
Harvey Burkholder,0.0,PERSON
Esther and Melvin Zimmerman,0.0,PERSON
Esther Borntrager,0.0,PERSON
HARVEY RISSLER,0.0,PERSON
Esther Pointer,0.0,PERSON
HARVEY TROYER,0.0,PERSON
Ethan Zumbach Garry Zumbach,0.0,PERSON
Hayden Otto,0.0,PERSON
"Eual David Rose, Chyrie Rose",0.0,PERSON
Eugene Deloy Qualls,0.0,PERSON
Heath Francke Serenity Francke,0.0,PERSON
Donna Schultz,0.0,PERSON
Dolan Headings,0.0,PERSON
Eulanda Bates,0.0,PERSON
Heather Borntrager,0.0,PERSON
Eva Martin,0.0,PERSON
Heather Poe,0.0,PERSON
Eva Rector,0.0,PERSON
EVA WEAVER,0.0,PERSON
Doris Morlock,0.0,PERSON
Helen Pounds,0.0,PERSON
Evelyn Roberson,0.0,PERSON
Dorothy Audsley,0.0,PERSON
Evelyn Ryan Daniel Ryan,0.0,PERSON
HENRY BYLER,0.0,PERSON
Evelyn Weber Edward Weber,0.0,PERSON
Henry EA Yoder,0.0,PERSON
EVERETT HOCHSTETLER,0.0,PERSON
HENRY HERSHBERGER,0.0,PERSON
HENRY KEELE,0.0,PERSON
Henry L Swarey,0.0,PERSON
HENRY MILLER,0.0,PERSON
Ezra Whetstone,0.0,PERSON
Henry Reiff Jr & Dorothy L Reiff,0.0,PERSON
F Elaine & Harley W Miller,0.0,PERSON
DOROTHY HANSEN,0.0,PERSON
Dorothy Knapp,0.0,PERSON
FAITH HOCHSTETLER MICHA  HOCHSTETLER REGINA COBLENTZ NELSON COBLENTZ,0.0,PERSON
HERMAN MAST,0.0,PERSON
HERMAN YODER DOROTHY YODER,0.0,PERSON
FANNIE BORNTREGER PETIE BORNTREGER,0.0,PERSON
Fannie Marie Graber,0.0,PERSON
DONNA SHORES DONNIE SHORES,0.0,PERSON
FANNIE YODER,0.0,PERSON
HILDA HOOGENDOORN GENE HOOGENDOORN,0.0,PERSON
Fanny Eades,0.0,PERSON
Faye Teetzen,0.0,PERSON
DOEDI BETH BRITT,0.0,PERSON
Ferlin and Lovina Horst,0.0,PERSON
Ferman Kurtz,0.0,PERSON
Donna Tobias,0.0,PERSON
HOLLIE KAHNKE CHAD KAHNKE,0.0,PERSON
Holly Burch,0.0,PERSON
Don Adkins Kathleen Adkins,0.0,PERSON
Homer Slabaugh Regina Slabaugh,0.0,PERSON
Five Star Puppies,0.0,PERSON
Hope Wadel,0.0,PERSON
FLOYD  YODER,0.0,PERSON
Howard Buening Terry Buening,0.0,PERSON
FLOYD BAUER ALICIA BAUER,0.0,PERSON
Donnie Dale Knepp,0.0,PERSON
Donnie Wagler,0.0,PERSON
FLOYD KNEPP,0.0,PERSON
Fannie Schwartz,0.0,PERSON
Fannie Troyer,0.0,PERSON
Daniel M. Hochstetler,0.0,PERSON
DAVID WENGERD,0.0,PERSON
David and Emily Miller,0.0,PERSON
China Morris,0.0,PERSON
Delmar Petersheim,0.0,PERSON
Chris and Mary Farmwald,0.0,PERSON
Darian Clayton,0.0,PERSON
CHRIS CUNNINGHAM SARAH CUNNINGHAM,0.0,PERSON
David J Troyer,0.0,PERSON
CHRIS DUVALL,0.0,PERSON
Debi Ferrante,0.0,PERSON
Chris E Eicher,0.0,PERSON
DENNIS ROBBERSON,0.0,PERSON
Chris Gingerich,0.0,PERSON
Daniel Wengerd,0.0,PERSON
Chris Kauffman,0.0,PERSON
Darrin Yoder,0.0,PERSON
Chris Kramer,0.0,PERSON
David E Troyer,0.0,PERSON
Cayce Feemster,0.0,PERSON
David P Miller,0.0,PERSON
Charles Williams,0.0,PERSON
Dean Jackson,0.0,PERSON
Chris S Mast,0.0,PERSON
DEBRA SHINE Arnold  Shine,0.0,PERSON
Chris Simmons,0.0,PERSON
Charlet Vetsch,0.0,PERSON
DEVON BONTRAGER,0.0,PERSON
Chris Zimmerman Tabitha Zimmerman,0.0,PERSON
Daniel Schaaf Jaynell Schaaf,0.0,PERSON
"Chris, John & Rhonda Gingerich",0.0,PERSON
Danny Graven,0.0,PERSON
Chrissie E Yoder,0.0,PERSON
Darlene Emma Whitman,0.0,PERSON
Chrissie Gingerich,0.0,PERSON
DAVID  HOCHSTETLER,0.0,PERSON
Chrissie J. Miller,0.0,PERSON
David Chupp,0.0,PERSON
David H. Miller,0.0,PERSON
Chrissy & Chad Wiig,0.0,PERSON
David Lee,0.0,PERSON
Chrissy Craig,0.0,PERSON
David Shetler,0.0,PERSON
Christ A Yoder,0.0,PERSON
Davon Hochstetler,0.0,PERSON
Christa Mathews,0.0,PERSON
Debbie Grosenbacher,0.0,PERSON
Chasin Tail Kennel,0.0,PERSON
Chester Nisley,0.0,PERSON
Christian C. E. Schwartz,0.0,PERSON
DELBERT MILLER,0.0,PERSON
CHRISTIAN LAMBRIGHT,0.0,PERSON
Deloris Spire,0.0,PERSON
Christian Lee,0.0,PERSON
Dennis J Hilty,0.0,PERSON
CHRISTIAN SCHWARTZ,0.0,PERSON
Derek Dougherty,0.0,PERSON
CHRISTIAN YODER,0.0,PERSON
DEWAYNE  WAGLER JOSEPHINE  WAGLER,0.0,PERSON
CHRISTIE LAMBRIGHT,0.0,PERSON
Cheryl Lovell Kyle Lovell Jerry Lovell,0.0,PERSON
Christina Hershberger,0.0,PERSON
DANIEL SHANE DIVINE,0.0,PERSON
Christina Winn,0.0,PERSON
Daniel Yoder,0.0,PERSON
Christine Collins,0.0,PERSON
Danny Melton,0.0,PERSON
Christopher G. Park,0.0,PERSON
Darla Hilton Robert Hilton,0.0,PERSON
Christopher S Noland,0.0,PERSON
Darrell Fett Ila Fett,0.0,PERSON
Chelsie Henson,0.0,PERSON
Cavern Kennels,0.0,PERSON
Christy Brown,0.0,PERSON
David & Denise Blackburn,0.0,PERSON
DAVID BONTRAGER,0.0,PERSON
Cheri Cason,0.0,PERSON
Charlene Green,0.0,PERSON
"Christy, Rosetta & Corlene Kropf",0.0,PERSON
David Graber,0.0,PERSON
Chrystal Patterson,0.0,PERSON
David I Wickey,0.0,PERSON
Chuck Emanuel Susan Emanuel,0.0,PERSON
DAVID KEIM,0.0,PERSON
David Miller,0.0,PERSON
CINDY  GLOVER,0.0,PERSON
David R Yoder,0.0,PERSON
Cindy Clausen,0.0,PERSON
DAVID TERRY KYLE TERRY ERLENE TERRY,0.0,PERSON
Cindy Dilbeck,0.0,PERSON
DAVID YODER,0.0,PERSON
Cindy Elliot,0.0,PERSON
Dayna Gibson,0.0,PERSON
Cindy Essary Dave Essary,0.0,PERSON
Deb Leth,0.0,PERSON
CINDY EVANS,0.0,PERSON
Debbie Siler and Jimmy L Siler,0.0,PERSON
Cindy Garner,0.0,PERSON
Deborah Goracke,0.0,PERSON
CHERI STAPONSKI,0.0,PERSON
DEBRA MURRELL,0.0,PERSON
CINDY HUNTER,0.0,PERSON
DeeAnn Chaplin,0.0,PERSON
Cindy Hutchinson,0.0,PERSON
DELMAR BONTRAGER,0.0,PERSON
Cindy J Yoder,0.0,PERSON
DELMAR YODER,0.0,PERSON
Cindy Johnson,0.0,PERSON
Denise Essary,0.0,PERSON
Cindy Maubach,0.0,PERSON
Dennis Borntrager,0.0,PERSON
Cindy Mickey,0.0,PERSON
Dennis Lee Miller,0.0,PERSON
Cindy Ragland,0.0,PERSON
Dennis Walles Judy Walles,0.0,PERSON
Cindy Sherlock,0.0,PERSON
Devaron Zimmerman,0.0,PERSON
Cindy Todd,0.0,PERSON
DEVON SCHROCK,0.0,PERSON
Cindy Wellman & Miles Wellman,0.0,PERSON
Daniel Lengacher,0.0,PERSON
Cindy Wilkins and Allen Wilkins,0.0,PERSON
Daniel Miller Ruby Miller,0.0,PERSON
Cindy Williams,0.0,PERSON
Daniel S Stoltzfus,0.0,PERSON
DANIEL SCHMUCKER,0.0,PERSON
DANIEL TROYER,0.0,PERSON
CLARA  RABER,0.0,PERSON
Daniel Wickey,0.0,PERSON
Clara Mast Samuel Mast,0.0,PERSON
Danny  Hull,0.0,PERSON
Clara Raber,0.0,PERSON
Danny Kinnamon,0.0,PERSON
CLARENCE  OTTO SUSANNA OTTO,0.0,PERSON
Danny Wallis,0.0,PERSON
DARIN MILLER,0.0,PERSON
DARLENE CHALFANT,0.0,PERSON
CLAUDIA MATTESON,0.0,PERSON
Darole Walton and Shirley Walton,0.0,PERSON
Clay Scott Kathy Scott,0.0,PERSON
Darrell Miller,0.0,PERSON
Clay Thompson,0.0,PERSON
DARYL BARTZ PENNY BARTZ,0.0,PERSON
Dave Ruter,0.0,PERSON
David  Yoder,0.0,PERSON
Cleason Zimmerman,0.0,PERSON
David A Byler,0.0,PERSON
Clem Disterhaupt,0.0,PERSON
David Beechy,0.0,PERSON
Clemens and Lizzie Borntreger,0.0,PERSON
David Burkholder,0.0,PERSON
CLETIS WAYNE POWELL SR,0.0,PERSON
DAVID COBB JUDY COBB,0.0,PERSON
Cletus Bontrager,0.0,PERSON
Cherylynn A. Hughes,0.0,PERSON
Cletus Yoder,0.0,PERSON
David Flanders Becky Flanders,0.0,PERSON
CLIFFORD GROEN VERLA GROEN,0.0,PERSON
Clifford Herschberger,0.0,PERSON
David Hershberger,0.0,PERSON
CLIFFORD LANSDOWN,0.0,PERSON
David J Nisley,0.0,PERSON
CLIFFORD NOLT,0.0,PERSON
David K. Miller,0.0,PERSON
Clint Wilson,0.0,PERSON
David L Brown,0.0,PERSON
Clinton Companions,0.0,PERSON
David Lynn Bontrager,0.0,PERSON
Clinton Michel Marlene Michel,0.0,PERSON
Clinton Robbins,0.0,PERSON
David Polt Lisa Polt,0.0,PERSON
CHERIE KATES,0.0,PERSON
David Riehl,0.0,PERSON
CLOVA NOVIK,0.0,PERSON
David Stutzman,0.0,PERSON
David W Mast,0.0,PERSON
DAVID WICKEY,0.0,PERSON
CLYDE COLEMAN BRIAN SWAFFORD,0.0,PERSON
Clyde Horst,0.0,PERSON
DAWN J RATHBUN,0.0,PERSON
COAT OF MANY COLORS KENNEL,0.0,PERSON
Cody Mertens,0.0,PERSON
Chester H Hoover,0.0,PERSON
Cody Scott,0.0,PERSON
Debbie Clark,0.0,PERSON
Cheryl Branch,0.0,PERSON
Debbie Morgan,0.0,PERSON
Cole Gordon,0.0,PERSON
DEBBIE YARNALL JERRY YARNALL,0.0,PERSON
Coleen Harrell,0.0,PERSON
Deborah Anders,0.0,PERSON
Colleen Angelo-Colvard,0.0,PERSON
DEBORAH MACE,0.0,PERSON
Colleen Beatty,0.0,PERSON
DEBRA CRENSHAW,0.0,PERSON
Colleen Kincaid,0.0,PERSON
Debra Robison,0.0,PERSON
Colleen Ries,0.0,PERSON
Dee Cowan,0.0,PERSON
Delbert Graber,0.0,PERSON
DELINDA PETTY,0.0,PERSON
Connie Crewse,0.0,PERSON
Delmar McCrorey,0.0,PERSON
Connie Decker,0.0,PERSON
DELMAR RAY YODER,0.0,PERSON
Connie Dozier,0.0,PERSON
Delores Carlos,0.0,PERSON
Deniece Richardson,0.0,PERSON
CONNIE MURRAY,0.0,PERSON
DENISE ROSHELL JACE ROSHELL SHALEE ROSHELL LUKE BRZEZINSKI,0.0,PERSON
Connie Paronto,0.0,PERSON
Chester or Mildred Miles,0.0,PERSON
Dennis D Yoder,0.0,PERSON
Dennis L and Sarah A Hershberger,0.0,PERSON
Cooper's Dachshunds,0.0,PERSON
DENNIS MARTIN,0.0,PERSON
Chester Sauder,0.0,PERSON
DENNIS YODER,0.0,PERSON
DEREK WAGLER,0.0,PERSON
Devin Spears,0.0,PERSON
DEVON LONGENECKER,0.0,PERSON
DEVON YODER,0.0,PERSON
CHESTER YODER,0.0,PERSON
Daniel M Miller,0.0,PERSON
CHERYL KINDER,0.0,PERSON
DANIEL PEACHEY,0.0,PERSON
DANIEL REECE,0.0,PERSON
Daniel S Zook,0.0,PERSON
DANIEL SCHLABACH,0.0,PERSON
Daniel Seematter,0.0,PERSON
Daniel Shirk,0.0,PERSON
Daniel Weaver,0.0,PERSON
DANIEL WENGERD ABE YODER,0.0,PERSON
Cheryl Nims,0.0,PERSON
Dannie Bahm,0.0,PERSON
Danny Bailey,0.0,PERSON
Courtney and Alan Farley Jr,0.0,PERSON
Danny Hostetler,0.0,PERSON
Cheryl Richardson,0.0,PERSON
Danny Schrock,0.0,PERSON
Danyiel Pridemore,0.0,PERSON
Craig & Linda Kleven,0.0,PERSON
Darin Martin,0.0,PERSON
Craig B Hostetler,0.0,PERSON
DARLA FISHER,0.0,PERSON
Craig Burns,0.0,PERSON
Darla Reiff,0.0,PERSON
CRAIG RIFFEY,0.0,PERSON
DARLENE COLLINS BILL COLLINS,0.0,PERSON
Craig Taylor,0.0,PERSON
DAROLD JAY HEADINGS,0.0,PERSON
DARREL WAGLER,0.0,PERSON
DARRELL GRABER,0.0,PERSON
DARRELL WAGLER,0.0,PERSON
DARVIN JOE KNEPP,0.0,PERSON
DARYL BONTRAGER,0.0,PERSON
Daryl Lehman,0.0,PERSON
David  Davenport Sandra Davenport,0.0,PERSON
DAVID  MILLER,0.0,PERSON
DAVID  ZOOK,0.0,PERSON
David & Katie Stutzman,0.0,PERSON
CHERYL STEIDL,0.0,PERSON
David and Susie Reid,0.0,PERSON
Crist Lapp,0.0,PERSON
David Bennett Lisa Bennett,0.0,PERSON
"CEDER GROVE KENNELS, L L C",0.0,PERSON
David Borntrager,0.0,PERSON
Crist Troyer,0.0,PERSON
DAVID C TROYER,0.0,PERSON
Crista Anne Taylor,0.0,PERSON
David Cline Joane Cline,0.0,PERSON
Cristal Mitchell,0.0,PERSON
David D Byler,0.0,PERSON
Cristy Park,0.0,PERSON
David D. Troyer,0.0,PERSON
David E Miller,0.0,PERSON
DAVID FICKESS MARY FICKESS,0.0,PERSON
David Gingerich,0.0,PERSON
Crystal Howard,0.0,PERSON
DAVID GRABER KATHERINE GRABER,0.0,PERSON
Crystal Osborne,0.0,PERSON
David Gunter,0.0,PERSON
Crystal Purifoy Linda Purifoy,0.0,PERSON
David Harris,0.0,PERSON
CHARLES BROWN DORIS BROWN,0.0,PERSON
David I. Glick,0.0,PERSON
Cheryl Diel,0.0,PERSON
DAVID J SCHLABACH,0.0,PERSON
David J Wagler,0.0,PERSON
DAVID KAUFFMAN,0.0,PERSON
David Kurtz,0.0,PERSON
CURT FAUGHN SANDRA FAUGHN,0.0,PERSON
DAVID LAPP,0.0,PERSON
Curt Kokjohn,0.0,PERSON
DAVID LEE LAPP,0.0,PERSON
Curtis Chupp,0.0,PERSON
David M Troyer,0.0,PERSON
Curtis Golden,0.0,PERSON
David N Stoll,0.0,PERSON
Cheryl Fulghum,0.0,PERSON
David O Yoder,0.0,PERSON
Curtis Sizemore,0.0,PERSON
David P. Miller,0.0,PERSON
Curtis Slate,0.0,PERSON
David R Miller,0.0,PERSON
CURVIN MARTIN,0.0,PERSON
David Ray Knepp,0.0,PERSON
DAVID SCHLABACH,0.0,PERSON
DAVID STOLTZFUS,0.0,PERSON
David Swartzentruber Cora Swartzentruber,0.0,PERSON
Cynthia Ann Hale Parker,0.0,PERSON
David Troyer Esther Troyer,0.0,PERSON
Cephas Yoder,0.0,PERSON
CHARLES FELDMANN,0.0,PERSON
Cynthia Stump,0.0,PERSON
DAVID WHETSTONE,0.0,PERSON
Cynthia Towsley,0.0,PERSON
David Wittmer,0.0,PERSON
Cynthia Weaver,0.0,PERSON
DAVID ZOOK,0.0,PERSON
Davis Family Doodles,0.0,PERSON
Dawn Coffman,0.0,PERSON
D R Borntreger,0.0,PERSON
Dale Bontrager,0.0,PERSON
Dean Miller,0.0,PERSON
DALE LANNING BARBARA LANNING,0.0,PERSON
Deanna L Allen,0.0,PERSON
Dale Miller,0.0,PERSON
Debbie Babb,0.0,PERSON
DALE SCHLABACH,0.0,PERSON
Debbie Cox,0.0,PERSON
DALLAS BENDER,0.0,PERSON
Chester Lambright,0.0,PERSON
Debbie Phillips,0.0,PERSON
Cheryl Goring,0.0,PERSON
Debbie Williams Chester Williams,0.0,PERSON
Dan Beer,0.0,PERSON
Debby Loy,0.0,PERSON
Dan Berhorst,0.0,PERSON
Deborah Allen Nelson Allen,0.0,PERSON
Chad Vadnais Vicki Vadnais,0.0,PERSON
Deborah Anderson,0.0,PERSON
Dan F Lapp,0.0,PERSON
DEBORAH HERRINGTON,0.0,PERSON
Dan Howard Drummonds,0.0,PERSON
Deborah Snyder & Doug Smoot,0.0,PERSON
DAN MAASSEN SADIE MAASSEN,0.0,PERSON
Debra and Rex Hopkins,0.0,PERSON
Dan R Erb,0.0,PERSON
Debra McCoy,0.0,PERSON
DAN SCHWARTZ,0.0,PERSON
Dan T Schwartz,0.0,PERSON
Debra Shine,0.0,PERSON
Dana Bryant,0.0,PERSON
Debra Tignor,0.0,PERSON
Dana Clayton,0.0,PERSON
DEE FRIESNER JEANNIE FRIESNER,0.0,PERSON
Dana DaMitz,0.0,PERSON
Dana Farr,0.0,PERSON
Delbert Hershberger,0.0,PERSON
Dana Tompkins,0.0,PERSON
Delbert Yoder,0.0,PERSON
DELMAR  STOLL,0.0,PERSON
DANELL & JOSEPH RIFE,0.0,PERSON
Delmar Hochstetler,0.0,PERSON
Delmar Miller,0.0,PERSON
Chad Wulf,0.0,PERSON
Delmar R Frey,0.0,PERSON
DANIEL  LAMBRIGHT EDNA LAMBRIGHT,0.0,PERSON
Charles K Delozier Susan Delozier,0.0,PERSON
DANIEL  MILLER,0.0,PERSON
Daniel  Miller Lizann Miller Rebecca  Eiler,0.0,PERSON
Charles Littrell Melinda Littrell,0.0,PERSON
DANIEL  STOLL,0.0,PERSON
Dena Raber,0.0,PERSON
Daniel & Barbara Miller,0.0,PERSON
DENISE  ROSHELL SHALEE ROSHELL,0.0,PERSON
Cheryl Gray,0.0,PERSON
Denise Krogmeier,0.0,PERSON
Daniel and Janell Diener,0.0,PERSON
DENISE SHARP,0.0,PERSON
Daniel and Vera Yoder,0.0,PERSON
DENNIS  YODER,0.0,PERSON
Daniel Blaine,0.0,PERSON
Dennis Bontrager,0.0,PERSON
Daniel Borntrager,0.0,PERSON
DENNIS BRADEN,0.0,PERSON
Diane Shortt Hillis Shortt,0.0,PERSON
DENNIS HERSHBERGER,0.0,PERSON
DIANE VAN TWUYVER,0.0,PERSON
DENNIS KAUS,0.0,PERSON
Diania Starchman,0.0,PERSON
Dennis L Lehman,0.0,PERSON
Challen Ramsey,0.0,PERSON
DENNIS MAJOR,0.0,PERSON
DEWAYNE PETERSON ANDREA PETERSON,0.0,PERSON
DENNIS MILLER,0.0,PERSON
Dewayne Schmucker,0.0,PERSON
Charles Pluta,0.0,PERSON
Dennis W Ory,0.0,PERSON
DIAN DOBLAR JOHN DOBLAR,0.0,PERSON
Dennis Wilson Joan Wilson,0.0,PERSON
Diana Burden,0.0,PERSON
Denton Headings,0.0,PERSON
Diana Pankonin,0.0,PERSON
DEREK FROEHLICH ROBIN FROEHLICH,0.0,PERSON
Diane Jarvis,0.0,PERSON
